Date;Brand;Film.Code;Ratecard.Duration;Metric;Value
2018-12-06;Hebe;Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118;15;TRP;0,43
2018-12-07;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;Cost;1065342,455
2018-12-07;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;TRP;28,65
2018-12-08;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;Cost;783601,2809
2018-12-08;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;TRP;22,87
2018-12-08;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;189473,2108
2018-12-08;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;9,58
2018-12-09;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;Cost;820996,2699
2018-12-09;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;TRP;24,28
2018-12-09;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;127130,1257
2018-12-09;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;3,8
2018-12-10;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;Cost;1033131,614
2018-12-10;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;TRP;27,85
2018-12-10;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;255237,8337
2018-12-10;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;12,2
2018-12-11;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;Cost;1057186,062
2018-12-11;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;TRP;27,27
2018-12-11;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;245506,4469
2018-12-11;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;7,54
2018-12-12;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;Cost;1144383,435
2018-12-12;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;TRP;21,77
2018-12-12;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;344419,9946
2018-12-12;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;10,33
2018-12-13;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;Cost;88787,17817
2018-12-13;Hebe;Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218;15;TRP;0,98
2018-12-13;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;Cost;1146733,582
2018-12-13;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;TRP;27,57
2018-12-13;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;583705,4636
2018-12-13;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;13,49
2018-12-14;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;Cost;1115421,327
2018-12-14;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;TRP;24,94
2018-12-14;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;493456,8494
2018-12-14;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;17,01
2018-12-15;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;Cost;1137402,115
2018-12-15;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;TRP;28,23
2018-12-15;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;435912,8044
2018-12-15;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;12,18
2018-12-16;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;Cost;1117771,474
2018-12-16;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;TRP;39,42
2018-12-16;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;410095,7463
2018-12-16;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;13,51
2018-12-17;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;Cost;1285150,339
2018-12-17;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;TRP;43,58
2018-12-17;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;439600,9555
2018-12-17;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;17,45
2018-12-18;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;Cost;1219899,193
2018-12-18;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;TRP;33,7
2018-12-18;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;450087,7467
2018-12-18;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;17,09
2018-12-19;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;Cost;99362,8405
2018-12-19;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;TRP;0,29
2018-12-19;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;443244,6711
2018-12-19;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;14,67
2018-12-20;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;Cost;27856,15633
2018-12-20;Hebe;Hebe drogerie pani w czapce produkty naturalne -50% 151218;15;TRP;0
2018-12-20;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;Cost;1275818,872
2018-12-20;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;TRP;42,91
2018-12-20;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;Cost;27994,40028
2018-12-20;Loreal;Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218;20;TRP;0,55
2018-12-21;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;Cost;979320,156
2018-12-21;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;TRP;32,42
2018-12-22;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;Cost;1099246,784
2018-12-22;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;TRP;26,43
2018-12-23;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;Cost;943031,1186
2018-12-23;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;TRP;34,22
2018-12-24;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;Cost;77831,34498
2018-12-24;Hebe;Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218;15;TRP;0,11
2019-01-06;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;310900,7735
2019-01-06;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;11,84
2019-01-07;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;235508,4468
2019-01-07;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;9,76
2019-01-08;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;573564,2823
2019-01-08;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;17,58
2019-01-09;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;218227,9528
2019-01-09;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;6,01
2019-01-10;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;168460,1301
2019-01-10;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;8,52
2019-01-11;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;271106,2644
2019-01-11;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;14,97
2019-01-12;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;491506,6222
2019-01-12;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;14,79
2019-01-13;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;283943,2028
2019-01-13;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;5,99
2019-01-14;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;178680,308
2019-01-14;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;8,1
2019-01-15;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;275204,2102
2019-01-15;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;8,15
2019-01-16;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;72429,95628
2019-01-16;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;2,12
2019-01-17;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;12046,97296
2019-01-17;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;0
2019-01-18;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;3949,8272
2019-01-18;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;0
2019-01-19;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;3949,8272
2019-01-19;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;0
2019-01-20;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;3949,8272
2019-01-20;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;0
2019-01-24;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;69862,5686
2019-01-24;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;1,59
2019-01-25;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;104472,9294
2019-01-25;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;2,95
2019-01-26;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;213735,0244
2019-01-26;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;6,35
2019-01-27;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;309172,7241
2019-01-27;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;7,66
2019-01-28;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;264687,7952
2019-01-28;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;6,4
2019-01-29;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;305025,4055
2019-01-29;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;12,07
2019-01-30;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;513329,4175
2019-01-30;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;11,73
2019-01-31;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;265773,9977
2019-01-31;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;12,17
2019-02-01;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;Cost;24538,30148
2019-02-01;Lidl;Lidl sklep lidl buduje sie eko m. heberle 300119;30;TRP;0,45
2019-03-15;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;518464,1928
2019-03-15;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;20,66
2019-03-16;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;1338250,828
2019-03-16;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;44,63
2019-03-17;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;625751,3742
2019-03-17;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;26,68
2019-03-18;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;410238,9276
2019-03-18;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;13,69
2019-03-19;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;916211,7919
2019-03-19;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;27,04
2019-03-20;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;459364,9034
2019-03-20;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;16,81
2019-03-21;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;367482,0481
2019-03-21;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;10,96
2019-03-22;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;527993,151
2019-03-22;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;16,27
2019-03-23;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;935714,0637
2019-03-23;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;32,88
2019-03-24;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;1143672,466
2019-03-24;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;28,53
2019-03-25;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;382886,3742
2019-03-25;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;9,88
2019-03-26;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;696650,7724
2019-03-26;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;21,52
2019-03-27;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;390786,0286
2019-03-27;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;11,38
2019-03-28;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;Cost;25575,13112
2019-03-28;Nivea od 2007;Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319;30;TRP;0
2019-04-01;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;Cost;346893,5738
2019-04-01;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;TRP;8,73
2019-04-02;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;Cost;336574,6503
2019-04-02;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;TRP;7,35
2019-04-03;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;Cost;627331,305
2019-04-03;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;TRP;12,08
2019-04-04;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;Cost;564578,4254
2019-04-04;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;TRP;14,11
2019-04-05;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;Cost;316084,9217
2019-04-05;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;TRP;3,35
2019-04-06;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;Cost;712795,6911
2019-04-06;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;TRP;27,32
2019-04-07;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;Cost;282659,509
2019-04-07;Loreal;Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419;30;TRP;4,13
2019-06-03;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2313265,673
2019-06-03;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;44,39
2019-06-04;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1982566,39
2019-06-04;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;27,28
2019-06-05;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2277272,872
2019-06-05;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;50,3
2019-06-06;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1482617,012
2019-06-06;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;16,36
2019-06-07;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1652805,192
2019-06-07;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;30,47
2019-06-08;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1763696,59
2019-06-08;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;30,43
2019-06-09;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2068524,505
2019-06-09;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;30,21
2019-06-10;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1712546,328
2019-06-10;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;27,32
2019-06-11;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1704646,674
2019-06-11;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;27,43
2019-06-12;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1675961,054
2019-06-12;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;30,53
2019-06-13;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2281272,072
2019-06-13;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;43,4
2019-06-14;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1748094,773
2019-06-14;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;28,03
2019-06-15;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1998020,089
2019-06-15;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;34,32
2019-06-16;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2678476,57
2019-06-16;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;46,42
2019-06-17;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;383429,4754
2019-06-17;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;6,94
2019-06-24;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2662627,888
2019-06-24;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;23,25
2019-06-24;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;Cost;600916,8356
2019-06-24;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;TRP;9,51
2019-06-25;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;3396110,799
2019-06-25;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;37,89
2019-06-25;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;Cost;505824,7458
2019-06-25;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;TRP;6,09
2019-06-26;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2856218,794
2019-06-26;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;28,21
2019-06-26;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;Cost;651770,8608
2019-06-26;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;TRP;4,46
2019-06-27;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2774210,507
2019-06-27;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;30
2019-06-27;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;Cost;615580,5691
2019-06-27;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;TRP;6,58
2019-06-28;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2690819,78
2019-06-28;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;25,19
2019-06-28;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;Cost;471954,9776
2019-06-28;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;TRP;4,9
2019-06-29;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2732885,44
2019-06-29;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;32,74
2019-06-29;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;Cost;789817,3215
2019-06-29;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;TRP;12,08
2019-06-30;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;2591136,016
2019-06-30;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;29,67
2019-06-30;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;Cost;1137698,352
2019-06-30;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;TRP;18,41
2019-07-01;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;887773,036
2019-07-01;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;16,09
2019-07-01;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;Cost;351534,6208
2019-07-01;Loreal;Loreal excellence g.torbicka krem 1op 25.99zl/ekspert wieku -40%/hebe 300619;30;TRP;9,59
2019-07-02;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;Cost;1329956,191
2019-07-02;Hebe;Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619;30;TRP;29,56
